#separator:Tab
#html:true
#tags column:10
#columns:Card ID	Front	Hint	Back	Instructor Notes	Difficulty	Card Type	Objective	Source	Tags
1.8-B011	"<p>Which macOS settings area lets a technician add or remove a printer or scanner
and check its status?</p>"		<p>Printers &amp; Scanners.</p>	"<p>This area also exposes device-specific configuration and sharing options. It is
the macOS counterpart to managing these peripherals through a central settings
interface.</p>"	easy	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 16	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic macOS PrintersScanners Source::Messer-v140
1.8-B012	"<p>A conferencing application cannot use the Mac's camera or microphone. Which
settings category should the technician check for per-application access?</p>"		<p>Privacy.</p>	"<p>Privacy controls limit access to sensitive data and hardware such as location,
photos, calendars, cameras, and microphones. Grant only the access required by
an approved application.</p>"	medium	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 16	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic HighYield macOS Privacy Permissions Source::Messer-v140
1.8-B013	"<p>An approved automation utility must control keyboard and mouse input but macOS
is blocking that control. Which permission category should the technician
review?</p>"		<p>Accessibility.</p>	"<p>Accessibility permission can allow broader input or control capabilities than
ordinary application access. This is distinct from Privacy permissions for
sensitive data and devices such as photos, cameras, or microphones.</p>"	medium	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 16	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic macOS Accessibility Permissions Source::Messer-v140
1.8-B014	"<p>Which macOS feature provides multiple desktops so a user can separate windows
by task?</p>"		<p>Spaces.</p>	"<p>Spaces are the multiple desktops themselves. Mission Control provides the
overview used to see running windows and manage or move among those desktops.</p>"	easy	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 17	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic HighYield macOS Spaces Source::Messer-v140
1.8-B015	<p>Which macOS feature displays an overview of open windows and multiple desktops?</p>		<p>Mission Control.</p>	"<p>Mission Control exposes the desktop overview. Spaces names the individual
multiple desktops, so the two features are related but are not interchangeable.</p>"	easy	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 17	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic HighYield macOS MissionControl Source::Messer-v140
1.8-B016	"<p>A technician needs to inspect securely stored passwords and certificates for a
macOS user. Which built-in feature manages this information?</p>"		<p>Keychain, accessed through Keychain Access.</p>	"<p>Keychain protects credentials, certificates, secure notes, and similar
secrets. FileVault has a different scope: it encrypts the Mac's disk rather
than serving as a credential manager.</p>"	medium	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 17	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic HighYield macOS Keychain Credentials Source::Messer-v140
1.8-B017	"<p>Which macOS feature searches for applications, files, images, and other
content?</p>"		<p>Spotlight.</p>	"<p>Spotlight's primary task is search. Finder is the file manager used to browse,
move, rename, or delete items after they are located.</p>"	easy	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 17	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic HighYield macOS Spotlight Source::Messer-v140
1.8-B018	"<p>A user wants supported documents and other data to remain synchronized across
their Apple devices. Which macOS-integrated service provides this function?</p>"		<p>iCloud.</p>	"<p>iCloud integrates synchronization across macOS, iOS, and iPadOS. iCloud Drive
is its cloud-file-storage component; Messages and FaceTime provide messaging
and communication services within the same ecosystem.</p>"	medium	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 17	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic macOS iCloud Source::Messer-v140
1.8-B019	"<p>Which macOS tool is the primary file manager for browsing, moving, renaming,
and deleting files?</p>"		<p>Finder.</p>	"<p>Finder also provides access to file servers, remote storage, and related
resources. Spotlight searches for content, while Finder performs the ongoing
file-management work.</p>"	easy	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 17	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic HighYield macOS Finder Source::Messer-v140
1.8-B020	<p>What is the primary purpose of the macOS Dock?</p>		"<p>It provides quick access to applications and folders and shows which
applications are running.</p>"	"<p>The Dock is a launch and status area rather than a file-search tool or a
multiple-desktop overview. Its placement and visibility can be customized.</p>"	easy	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 17	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic macOS Dock Source::Messer-v140
1.8-B021	"<p>Which Apple feature family lets a user move work and supported capabilities
between a Mac and other Apple devices?</p>"		<p>Continuity.</p>	"<p>Continuity supports cross-device workflows such as transferring files,
forwarding communication, or using capabilities from another device. It is
coordinated through the Apple ecosystem and iCloud.</p>"	medium	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 17	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic macOS Continuity Source::Messer-v140
1.8-B022	"<p>A technician needs to inspect a Mac's storage device, modify partition details,
or create a disk image. Which built-in utility should be used?</p>"		<p>Disk Utility.</p>	"<p>Disk Utility manages disks, filesystems, partitions, and disk images and can
verify or repair supported filesystems. Time Machine is used for versioned
backup and restoration, so the tools should not be confused.</p>"	medium	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 17	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic HighYield macOS DiskUtility Storage Source::Messer-v140
1.8-B023	"<p>A company wants data on a lost Mac to remain unreadable without authorized
startup authentication. Which macOS feature should be enabled?</p>"		<p>FileVault full-disk encryption.</p>	"<p>FileVault protects data at rest across the disk. Keychain instead stores and
protects credentials, certificates, secure notes, and similar secrets within
the user's environment.</p>"	medium	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 17	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic HighYield macOS FileVault Encryption Source::Messer-v140
1.8-B024	"<p>Which macOS application provides command-line access for scripts, file
management, and system configuration?</p>"		<p>Terminal.</p>	"<p>Terminal exposes a command-line interface to macOS. This objective tests the
tool's purpose; exact shell commands belong to the task being performed and are
not duplicated as Objective 1.8 command cards.</p>"	easy	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 18	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic macOS Terminal Source::Messer-v140
1.8-B025	"<p>A macOS application is unresponsive and needs to be stopped. Which feature
should the technician use?</p>"		<p>Force Quit the unresponsive application.</p>	"<p>Force Quit stops the selected application from executing and provides a list
from which the application can be selected.</p>"	medium	basic	220-1202 1.8 - macOS Features and Tools	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.8; Professor Messer 220-1202 v1.40, p. 18	A+::220-1202::1.8 A+::220-1202::Domain1-OperatingSystems A+::220-1202::macOSFeaturesandTools Basic HighYield macOS ForceQuit Source::Messer-v140
