#separator:Tab
#html:true
#tags column:10
#columns:Card ID	Front	Hint	Back	Instructor Notes	Difficulty	Card Type	Objective	Source	Tags
1.6-B018	"<p>A technician is investigating startup behavior and wants to test whether a
configurable power feature is contributing. Which Power Options feature can be
disabled during this troubleshooting?</p>"		<p>Fast Startup.</p>	"<p>Fast Startup uses hibernation and can be enabled or disabled while
troubleshooting startup behavior.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 12	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic HighYield WindowsSettings Startup Source::Messer-v140
1.6-B019	"<p>A laptop should reduce power use by suspending individual idle USB devices.
Which advanced power feature provides this behavior?</p>"		<p>USB selective suspend.</p>	"<p>Selective suspend targets individual USB devices instead of putting the whole
computer into sleep or hibernation.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 12	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings USB Source::Messer-v140
1.6-B020	"<p>A user needs Windows usability changes for the display, keyboard, and mouse.
Which Control Panel destination groups these accessibility settings?</p>"		<p>Ease of Access.</p>	"<p>Ease of Access groups interaction and accessibility adjustments, including
options for users who need alternate display, pointer, keyboard, or screen-free
operation.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 12	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings Accessibility Source::Messer-v140
1.6-B021	"<p>A user needs to add a Windows display language and correct automatic clock
configuration. Which Windows Settings category contains these options?</p>"		<p>Time and Language.</p>	"<p>Time and Language groups clock, regional, and language configuration. Correct
time is also important for environments that rely on synchronized
authentication.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 12	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings Localization Source::Messer-v140
1.6-B022	"<p>A user wants Windows Update to avoid restarting the PC during normal working
hours. Which Settings category contains the active-hours configuration?</p>"		<p>Update and Security.</p>	"<p>Update and Security manages operating-system updates. Active hours identify
the normal use period so update restarts are less disruptive.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 12	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings Updates Source::Messer-v140
1.6-B023	"<p>A user wants to change the desktop wallpaper, colors, and lock-screen
appearance. Which Windows Settings category should be used?</p>"		<p>Personalization.</p>	"<p>Personalization changes how Windows looks and feels. It does not manage user
identity or sign-in methods; those belong under Accounts.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 12	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings Personalization Source::Messer-v140
1.6-B024	"<p>A user wants the modern Windows Settings category for uninstalling an
installed application. Which category should be opened?</p>"		<p>Apps.</p>	"<p>Apps manages installed applications and optional features in Windows
Settings. Programs and Features is the related legacy Control Panel
destination.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 12	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings Applications Source::Messer-v140
1.6-B025	"<p>A user wants to review whether Windows shares activity, language, or speech
data with online services. Which Windows Settings category should be opened?</p>"		<p>Privacy.</p>	"<p>Privacy contains controls for information and activity shared by applications
or services. Accounts instead manages identity and sign-in configuration.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 12	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings Privacy Source::Messer-v140
1.6-B026	"<p>A user needs to change display scaling, Night light, and notification behavior
in Windows Settings. Which category contains these options?</p>"		<p>System.</p>	"<p>The System category covers display, audio, and notification settings. The
legacy System Control Panel applet instead emphasizes computer information and
paths to remote and protection settings.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 13	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings System Source::Messer-v140
1.6-B027	"<p>A user wants the Windows Settings category for Bluetooth devices, printers,
mouse behavior, and pen input. Which category should be opened?</p>"		<p>Devices.</p>	"<p>Devices groups peripheral and input configuration in Windows Settings. Device
Manager remains the better tool for hardware status and drivers.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 13	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings Devices Source::Messer-v140
1.6-B028	"<p>A technician needs the Windows Settings category that shows connection status
and provides network and IP configuration. Which category should be opened?</p>"		<p>Network and Internet.</p>	"<p>Network and Internet is the modern Settings destination for connectivity and
address configuration. Network and Sharing Center is the related Control Panel
destination.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 13	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic HighYield WindowsSettings Networking Source::Messer-v140
1.6-B029	"<p>A user needs to configure Xbox Game Bar and related Windows gaming features.
Which Windows Settings category should be used?</p>"		<p>Gaming.</p>	"<p>Gaming groups Xbox Game Bar and related gaming-network features. It is not the
destination for graphics display scaling or general notifications.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 13	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings Gaming Source::Messer-v140
1.6-B030	"<p>A user wants to change between local and Microsoft account information and
configure a PIN or security key. Which Windows Settings category should be
opened?</p>"		<p>Accounts.</p>	"<p>Accounts manages sign-in identity, email integration, and sign-in methods.
Personalization changes appearance rather than authentication choices.</p>"	medium	basic	220-1202 1.6 - Microsoft Windows Settings	CompTIA 220-1202 Exam Objectives v4.0, Objective 1.6; Professor Messer 220-1202 v1.40, p. 13	A+::220-1202::1.6 A+::220-1202::Domain1-OperatingSystems A+::220-1202::MicrosoftWindowsSettings Basic WindowsSettings Accounts Source::Messer-v140
